,name,date,platform,score,url,userscore
877,Dark Souls III,"April 11, 2016",PC,89,/game/pc/dark-souls-iii,8.4
878,Rez Infinite,"October 13, 2016",PlayStation 4,89,/game/playstation-4/rez-infinite,7.6
879,Axiom Verge,"September 1, 2016",Wii U,89,/game/wii-u/axiom-verge,8.5
880,Titanfall 2,"October 28, 2016",PlayStation 4,89,/game/playstation-4/titanfall-2,8.5
881,Dark Souls III,"April 12, 2016",PlayStation 4,89,/game/playstation-4/dark-souls-iii,8.8
882,Stardew Valley,"December 14, 2016",Xbox One,89,/game/xbox-one/stardew-valley,7.8
883,Battlefield 1,"October 18, 2016",PlayStation 4,89,/game/playstation-4/battlefield-1,7.9
884,Stardew Valley,"February 26, 2016",PC,89,/game/pc/stardew-valley,8.7
885,Ori and the Blind Forest: Definitive Edition,"March 11, 2016",Xbox One,88,/game/xbox-one/ori-and-the-blind-forest-definitive-edition,8.1
886,Dishonored 2,"November 10, 2016",Xbox One,88,/game/xbox-one/dishonored-2,7.4
887,Rise of the Tomb Raider: 20 Year Celebration,"October 11, 2016",PlayStation 4,88,/game/playstation-4/rise-of-the-tomb-raider-20-year-celebration,8.1
888,NBA 2K17,"September 16, 2016",PlayStation 4,88,/game/playstation-4/nba-2k17,6.2
889,XCOM 2,"February 5, 2016",PC,88,/game/pc/xcom-2,7.3
890,Dishonored 2,"November 10, 2016",PlayStation 4,88,/game/playstation-4/dishonored-2,7.9
891,Fire Emblem Fates: Special Edition,"February 19, 2016",3DS,88,/game/3ds/fire-emblem-fates-special-edition,8.1
892,Ori and the Blind Forest: Definitive Edition,"April 27, 2016",PC,88,/game/pc/ori-and-the-blind-forest-definitive-edition,8.8
893,Fire Emblem Fates: Revelation,"March 10, 2016",3DS,88,/game/3ds/fire-emblem-fates-revelation,7.4
894,Sid Meier's Civilization VI,"October 20, 2016",PC,88,/game/pc/sid-meiers-civilization-vi,7.0
895,Battlefield 1,"October 21, 2016",PC,88,/game/pc/battlefield-1,7.1
896,World of Warcraft: Legion,"August 30, 2016",PC,88,/game/pc/world-of-warcraft-legion,7.3
897,Keep Talking and Nobody Explodes,"October 13, 2016",PlayStation 4,88,/game/playstation-4/keep-talking-and-nobody-explodes,7.0
898,Owlboy,"November 1, 2016",PC,88,/game/pc/owlboy,7.6
899,XCOM 2,"September 27, 2016",PlayStation 4,87,/game/playstation-4/xcom-2,7.3
900,The Witness,"January 26, 2016",PlayStation 4,87,/game/playstation-4/the-witness,7.2
901,DOOM,"May 13, 2016",Xbox One,87,/game/xbox-one/doom,8.5
902,Battlefield 1,"October 18, 2016",Xbox One,87,/game/xbox-one/battlefield-1,7.6
903,Dark Souls III,"April 12, 2016",Xbox One,87,/game/xbox-one/dark-souls-iii,8.6
904,Pokemon Sun,"November 18, 2016",3DS,87,/game/3ds/pokemon-sun,7.7
905,Pokemon Moon,"November 18, 2016",3DS,87,/game/3ds/pokemon-moon,7.7
906,The Witness,"January 26, 2016",PC,87,/game/pc/the-witness,6.9
907,Fire Emblem Fates: Conquest,"February 19, 2016",3DS,87,/game/3ds/fire-emblem-fates-conquest,8.1
908,Rocket League,"February 17, 2016",Xbox One,87,/game/xbox-one/rocket-league,8.1
909,SteamWorld Heist,"October 20, 2016",Wii U,87,/game/wii-u/steamworld-heist,7.9
910,Pro Evolution Soccer 2017,"September 13, 2016",Xbox One,87,/game/xbox-one/pro-evolution-soccer-2017,5.9
911,Titanfall 2,"October 28, 2016",Xbox One,87,/game/xbox-one/titanfall-2,8.3
912,Odin Sphere Leifthrasir,"June 7, 2016",PlayStation 4,87,/game/playstation-4/odin-sphere-leifthrasir,8.2
913,Forza Horizon 3: Blizzard Mountain,"December 13, 2016",Xbox One,87,/game/xbox-one/forza-horizon-3-blizzard-mountain,7.7
914,INSIDE,"July 7, 2016",PC,87,/game/pc/inside,8.5
915,XCOM 2,"September 27, 2016",Xbox One,87,/game/xbox-one/xcom-2,7.6
916,Hex: Shards of Fate,"January 26, 2016",PC,87,/game/pc/hex-shards-of-fate,6.3
917,Forza Horizon 3,"September 27, 2016",PC,86,/game/pc/forza-horizon-3,7.0
918,The Witness,"September 13, 2016",Xbox One,86,/game/xbox-one/the-witness,6.8
919,DiRT Rally,"April 5, 2016",Xbox One,86,/game/xbox-one/dirt-rally,7.9
920,Killer Instinct Season 3,"March 29, 2016",Xbox One,86,/game/xbox-one/killer-instinct-season-3,6.6
921,Stardew Valley,"December 13, 2016",PlayStation 4,86,/game/playstation-4/stardew-valley,7.9
922,Rise of the Tomb Raider,"January 28, 2016",PC,86,/game/pc/rise-of-the-tomb-raider,7.9
923,Total War: WARHAMMER,"May 24, 2016",PC,86,/game/pc/total-war-warhammer,7.4
924,Picross 3D: Round 2,"September 1, 2016",3DS,86,/game/3ds/picross-3d-round-2,7.5
925,Gears of War 4,"October 11, 2016",PC,86,/game/pc/gears-of-war-4,6.7
926,Guilty Gear Xrd -REVELATOR-,"June 7, 2016",PlayStation 4,86,/game/playstation-4/guilty-gear-xrd--revelator-,8.0
927,Dishonored 2,"November 10, 2016",PC,86,/game/pc/dishonored-2,7.0
928,F1 2016,"August 19, 2016",PC,86,/game/pc/f1-2016,7.7
929,Pony Island,"January 4, 2016",PC,86,/game/pc/pony-island,7.4
930,Thumper,"October 10, 2016",PC,86,/game/pc/thumper,7.4
931,Titanfall 2,"October 28, 2016",PC,86,/game/pc/titanfall-2,8.4
932,Dying Light: The Following,"February 9, 2016",Xbox One,86,/game/xbox-one/dying-light-the-following,8.1
933,Day of the Tentacle Remastered,"March 21, 2016",PC,86,/game/pc/day-of-the-tentacle-remastered,7.8
934,Fire Emblem Fates: Birthright,"February 19, 2016",3DS,86,/game/3ds/fire-emblem-fates-birthright,8.2
935,The Legend of Zelda: Twilight Princess HD,"March 4, 2016",Wii U,86,/game/wii-u/the-legend-of-zelda-twilight-princess-hd,8.5
936,Monster Hunter Generations,"July 15, 2016",3DS,85,/game/3ds/monster-hunter-generations,8.0
937,DiRT Rally,"April 5, 2016",PlayStation 4,85,/game/playstation-4/dirt-rally,7.9
938,Crypt of the NecroDancer,"February 2, 2016",PlayStation 4,85,/game/playstation-4/crypt-of-the-necrodancer,6.5
939,Hearthstone: Heroes of Warcraft - Whispers of the Old Gods,"April 26, 2016",PC,85,/game/pc/hearthstone-heroes-of-warcraft---whispers-of-the-old-gods,5.1
940,Firewatch,"September 21, 2016",Xbox One,85,/game/xbox-one/firewatch,4.9
941,BlazBlue: Chrono Phantasma Extend,"March 2, 2016",PC,85,/game/pc/blazblue-chrono-phantasma-extend,7.7
942,DOOM,"May 13, 2016",PlayStation 4,85,/game/playstation-4/doom,8.4
943,Shadow Tactics: Blades of the Shogun,"December 6, 2016",PC,85,/game/pc/shadow-tactics-blades-of-the-shogun,8.4
944,Pro Evolution Soccer 2017,"September 13, 2016",PlayStation 4,85,/game/playstation-4/pro-evolution-soccer-2017,7.3
945,F1 2016,"August 19, 2016",Xbox One,85,/game/xbox-one/f1-2016,7.9
946,Assault Android Cactus,"March 8, 2016",PlayStation 4,85,/game/playstation-4/assault-android-cactus,6.3
947,Mortal Kombat XL,"March 1, 2016",PlayStation 4,85,/game/playstation-4/mortal-kombat-xl,7.7
948,Ratchet & Clank,"April 12, 2016",PlayStation 4,85,/game/playstation-4/ratchet-clank,8.5
949,MLB The Show 16,"March 29, 2016",PlayStation 4,85,/game/playstation-4/mlb-the-show-16,7.3
950,The Last Door: Season 2,"March 29, 2016",PC,85,/game/pc/the-last-door-season-2,7.3
951,Chime Sharp,"July 19, 2016",PC,85,/game/pc/chime-sharp,4.8
952,FIFA 17,"September 27, 2016",PlayStation 4,85,/game/playstation-4/fifa-17,4.9
953,DOOM,"May 13, 2016",PC,85,/game/pc/doom,8.5
954,Gone Home: Console Edition,"January 12, 2016",PlayStation 4,85,/game/playstation-4/gone-home-console-edition,4.6
955,Valkyria Chronicles Remastered,"May 17, 2016",PlayStation 4,84,/game/playstation-4/valkyria-chronicles-remastered,8.1
956,Planet Coaster,"November 17, 2016",PC,84,/game/pc/planet-coaster,7.7
957,FIFA 17,"September 27, 2016",Xbox One,84,/game/xbox-one/fifa-17,5.2
958,BioShock: The Collection,"September 13, 2016",Xbox One,84,/game/xbox-one/bioshock-the-collection,8.7
959,BlazBlue: Central Fiction,"November 1, 2016",PlayStation 4,84,/game/playstation-4/blazblue-central-fiction,7.7
960,Salt and Sanctuary,"March 15, 2016",PlayStation 4,84,/game/playstation-4/salt-and-sanctuary,8.2
961,Steins;Gate 0,"November 29, 2016",PlayStation Vita,84,/game/playstation-vita/steinsgate-0,8.5
962,Gears of War 4,"October 11, 2016",Xbox One,84,/game/xbox-one/gears-of-war-4,7.0
963,Day of the Tentacle Remastered,"March 22, 2016",PlayStation 4,84,/game/playstation-4/day-of-the-tentacle-remastered,7.3
964,Darkest Dungeon,"January 19, 2016",PC,84,/game/pc/darkest-dungeon,7.8
965,Deus Ex: Mankind Divided,"August 23, 2016",PlayStation 4,84,/game/playstation-4/deus-ex-mankind-divided,7.6
966,Thumper,"October 10, 2016",PlayStation 4,84,/game/playstation-4/thumper,7.3
967,The Banner Saga 2,"July 1, 2016",Xbox One,84,/game/xbox-one/the-banner-saga-2,7.6
968,Hyper Light Drifter,"March 31, 2016",PC,84,/game/pc/hyper-light-drifter,8.2
969,Hitman - Episode 2: Sapienza,"April 26, 2016",PC,84,/game/pc/hitman---episode-2-sapienza,6.0
970,ZEN Pinball 2: Aliens Vs. Pinball,"April 26, 2016",PlayStation 4,84,/game/playstation-4/zen-pinball-2-aliens-vs-pinball,5.9
971,Final Fantasy IX,"April 14, 2016",PC,84,/game/pc/final-fantasy-ix,8.8
972,FRU,"July 13, 2016",Xbox One,84,/game/xbox-one/fru,6.8
973,ICEY,"November 17, 2016",PC,84,/game/pc/icey,7.8
974,Lara Croft GO,"December 3, 2016",PlayStation 4,84,/game/playstation-4/lara-croft-go,5.6
975,FIFA 17,"September 27, 2016",PC,84,/game/pc/fifa-17,4.2
976,Hitman - Episode 2: Sapienza,"April 26, 2016",PlayStation 4,84,/game/playstation-4/hitman---episode-2-sapienza,7.0
977,BioShock: The Collection,"September 13, 2016",PlayStation 4,84,/game/playstation-4/bioshock-the-collection,8.5
978,Hitman,"October 31, 2016",PlayStation 4,84,/game/playstation-4/hitman,7.7
979,SpeedRunners,"April 19, 2016",PC,84,/game/pc/speedrunners,7.6
980,Shin Megami Tensei IV: Apocalypse,"September 20, 2016",3DS,84,/game/3ds/shin-megami-tensei-iv-apocalypse,5.1
981,Final Fantasy XV,"November 29, 2016",Xbox One,83,/game/xbox-one/final-fantasy-xv,7.7
982,SUPERHOT VR,"December 5, 2016",PC,83,/game/pc/superhot-vr,7.6
983,Enter the Gungeon,"April 5, 2016",PC,83,/game/pc/enter-the-gungeon,7.9
984,Grim Dawn,"February 25, 2016",PC,83,/game/pc/grim-dawn,8.5
985,Final Fantasy X / X-2 HD Remaster,"May 12, 2016",PC,83,/game/pc/final-fantasy-x-x-2-hd-remaster,8.2
986,Darkest Dungeon,"September 27, 2016",PlayStation 4,83,/game/playstation-4/darkest-dungeon,7.8
987,Deus Ex: Mankind Divided,"August 23, 2016",PC,83,/game/pc/deus-ex-mankind-divided,6.7
988,Devil Daggers,"February 18, 2016",PC,83,/game/pc/devil-daggers,7.1
989,Call of Duty: Modern Warfare Remastered,"November 4, 2016",PlayStation 4,83,/game/playstation-4/call-of-duty-modern-warfare-remastered,7.0
990,Pocket Card Jockey,"May 5, 2016",3DS,83,/game/3ds/pocket-card-jockey,8.0
991,Dragon Quest Builders,"October 11, 2016",PlayStation 4,83,/game/playstation-4/dragon-quest-builders,8.1
992,Madden NFL 17,"August 23, 2016",Xbox One,83,/game/xbox-one/madden-nfl-17,5.4
993,Hitman,"October 31, 2016",PC,83,/game/pc/hitman,7.5
994,Deus Ex: Mankind Divided,"August 23, 2016",Xbox One,83,/game/xbox-one/deus-ex-mankind-divided,7.5
995,Mutant Mudds: Super Challenge,"March 17, 2016",Wii U,83,/game/wii-u/mutant-mudds-super-challenge,6.9
996,Zero Escape: Zero Time Dilemma,"June 28, 2016",PlayStation Vita,83,/game/playstation-vita/zero-escape-zero-time-dilemma,8.2
997,SUPERHOT,"May 3, 2016",Xbox One,83,/game/xbox-one/superhot,7.8
998,SteamWorld Heist,"June 7, 2016",PlayStation 4,83,/game/playstation-4/steamworld-heist,7.2
999,ABZU,"August 2, 2016",PC,83,/game/pc/abzu,6.9
1000,Hearts of Iron IV,"June 6, 2016",PC,83,/game/pc/hearts-of-iron-iv,7.4
1001,Rhythm Heaven Megamix,"June 15, 2016",3DS,83,/game/3ds/rhythm-heaven-megamix,8.1
1002,Duskers,"May 18, 2016",PC,83,/game/pc/duskers,7.0
1003,Severed,"September 22, 2016",Wii U,83,/game/wii-u/severed,7.7
1004,OlliOlli2: XL Edition,"May 24, 2016",Xbox One,83,/game/xbox-one/olliolli2-xl-edition,6.4
1005,Batman: The Telltale Series - Episode 2: Children of Arkham,"September 20, 2016",Xbox One,83,/game/xbox-one/batman-the-telltale-series---episode-2-children-of-arkham,6.6
1006,Watch Dogs 2,"November 15, 2016",PlayStation 4,82,/game/playstation-4/watch-dogs-2,7.6
1007,The Banner Saga 2,"April 19, 2016",PC,82,/game/pc/the-banner-saga-2,8.3
1008,SUPERHOT,"February 25, 2016",PC,82,/game/pc/superhot,7.5
1009,Madden NFL 17,"August 23, 2016",PlayStation 4,82,/game/playstation-4/madden-nfl-17,4.2
1010,F1 2016,"August 19, 2016",PlayStation 4,82,/game/playstation-4/f1-2016,7.9
1011,Danganronpa: Trigger Happy Havoc,"February 18, 2016",PC,82,/game/pc/danganronpa-trigger-happy-havoc,8.6
1012,I Expect You To Die,"December 13, 2016",PlayStation 4,82,/game/playstation-4/i-expect-you-to-die,7.5
1013,10 Second Ninja X,"July 19, 2016",Xbox One,82,/game/xbox-one/10-second-ninja-x,4.5
1014,"Invisible, Inc. Console Edition","April 19, 2016",PlayStation 4,82,/game/playstation-4/invisible-inc-console-edition,6.9
1015,The Elder Scrolls V: Skyrim Special Edition,"October 28, 2016",Xbox One,82,/game/xbox-one/the-elder-scrolls-v-skyrim-special-edition,7.6
1016,VIDEOBALL,"July 12, 2016",PC,82,/game/pc/videoball,7.6
1017,Resident Evil 4,"August 30, 2016",PlayStation 4,82,/game/playstation-4/resident-evil-4,8.3
1018,XCOM: Enemy Unknown Plus,"March 22, 2016",PlayStation Vita,82,/game/playstation-vita/xcom-enemy-unknown-plus,8.1
1019,Lovers in a Dangerous Spacetime,"February 9, 2016",PlayStation 4,82,/game/playstation-4/lovers-in-a-dangerous-spacetime,7.1
1020,Enter the Gungeon,"April 5, 2016",PlayStation 4,82,/game/playstation-4/enter-the-gungeon,7.7
1021,The Last Guardian,"December 6, 2016",PlayStation 4,82,/game/playstation-4/the-last-guardian,7.9
1022,Duelyst,"May 3, 2016",PC,82,/game/pc/duelyst,7.6
1023,Rock Band Rivals,"October 18, 2016",Xbox One,82,/game/xbox-one/rock-band-rivals,6.6
1024,Severed,"April 26, 2016",PlayStation Vita,82,/game/playstation-vita/severed,7.9
1025,Starbound,"July 22, 2016",PC,81,/game/pc/starbound,7.2
1026,The Elder Scrolls V: Skyrim Special Edition,"October 28, 2016",PlayStation 4,81,/game/playstation-4/the-elder-scrolls-v-skyrim-special-edition,7.4
1027,Metrico+,"August 23, 2016",PlayStation 4,81,/game/playstation-4/metrico+,6.3
1028,Quadrilateral Cowboy,"July 25, 2016",PC,81,/game/pc/quadrilateral-cowboy,7.0
1029,Plants vs Zombies: Garden Warfare 2,"February 23, 2016",PlayStation 4,81,/game/playstation-4/plants-vs-zombies-garden-warfare-2,7.7
1030,Kirby: Planet Robobot,"June 10, 2016",3DS,81,/game/3ds/kirby-planet-robobot,8.5
1031,Hitman - Episode 6: Hokkaido,"October 31, 2016",PlayStation 4,81,/game/playstation-4/hitman---episode-6-hokkaido,6.9
1032,Trackmania Turbo,"March 22, 2016",PlayStation 4,81,/game/playstation-4/trackmania-turbo,7.5
1033,Unravel,"February 9, 2016",PC,81,/game/pc/unravel,7.6
1034,SteamWorld Heist,"June 7, 2016",PC,81,/game/pc/steamworld-heist,7.8
1035,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,"December 20, 2016",PC,81,/game/pc/the-walking-dead-the-telltale-series---a-new-frontier-episode-1-ties-that-bind-part-one,7.1
1036,Firewatch,"February 9, 2016",PC,81,/game/pc/firewatch,7.0
1037,Shantae: Half-Genie Hero,"December 20, 2016",PlayStation 4,81,/game/playstation-4/shantae-half-genie-hero,7.6
1038,Watch Dogs 2,"November 15, 2016",Xbox One,81,/game/xbox-one/watch-dogs-2,7.3
1039,Zombie Night Terror,"July 20, 2016",PC,81,/game/pc/zombie-night-terror,7.9
1040,Phoenix Wright: Ace Attorney - Spirit of Justice,"September 8, 2016",3DS,81,/game/3ds/phoenix-wright-ace-attorney---spirit-of-justice,8.3
1041,Final Fantasy XV,"November 29, 2016",PlayStation 4,81,/game/playstation-4/final-fantasy-xv,7.6
1042,Dragon's Dogma: Dark Arisen,"January 15, 2016",PC,81,/game/pc/dragons-dogma-dark-arisen,8.1
1043,Bravely Second: End Layer,"April 15, 2016",3DS,81,/game/3ds/bravely-second-end-layer,8.2
1044,Awesomenauts Assemble!,"September 7, 2016",Xbox One,81,/game/xbox-one/awesomenauts-assemble!,7.2
1045,The Bug Butcher,"January 19, 2016",PC,81,/game/pc/the-bug-butcher,7.5
1046,Star Wars Pinball: The Force Awakens,"January 12, 2016",PlayStation 4,81,/game/playstation-4/star-wars-pinball-the-force-awakens,4.8
1047,Nelly Cootalot: The Fowl Fleet,"March 22, 2016",PC,81,/game/pc/nelly-cootalot-the-fowl-fleet,7.7
1048,Maldita Castilla EX: Cursed Castilla,"July 20, 2016",Xbox One,81,/game/xbox-one/maldita-castilla-ex-cursed-castilla,7.8
1049,Overcooked!,"August 3, 2016",PC,81,/game/pc/overcooked!,7.8
1050,Motorsport Manager,"November 9, 2016",PC,81,/game/pc/motorsport-manager,8.3
1051,Zero Escape: Zero Time Dilemma,"June 28, 2016",3DS,81,/game/3ds/zero-escape-zero-time-dilemma,8.0
1052,Steins;Gate 0,"November 29, 2016",PlayStation 4,81,/game/playstation-4/steinsgate-0,8.1
1053,Maldita Castilla EX: Cursed Castilla,"October 20, 2016",PC,81,/game/pc/maldita-castilla-ex-cursed-castilla,7.4
1054,Atlas Reactor,"October 4, 2016",PC,81,/game/pc/atlas-reactor,7.5
1055,Redout (2016),"September 2, 2016",PC,81,/game/pc/redout-2016,7.9
1056,Dragon Quest VII: Fragments of the Forgotten Past,"September 16, 2016",3DS,81,/game/3ds/dragon-quest-vii-fragments-of-the-forgotten-past,8.3
1057,Darksiders: Warmastered Edition,"November 22, 2016",PlayStation 4,81,/game/playstation-4/darksiders-warmastered-edition,7.7
1058,The Legend of Heroes: Trails of Cold Steel II,"September 6, 2016",PlayStation Vita,80,/game/playstation-vita/the-legend-of-heroes-trails-of-cold-steel-ii,8.2
1059,Plants vs Zombies: Garden Warfare 2,"February 23, 2016",Xbox One,80,/game/xbox-one/plants-vs-zombies-garden-warfare-2,7.9
1060,Shantae: Half-Genie Hero,"December 20, 2016",Wii U,80,/game/wii-u/shantae-half-genie-hero,8.4
1061,Pac-Man 256,"June 21, 2016",Xbox One,80,/game/xbox-one/pac-man-256,7.3
1062,Darksiders: Warmastered Edition,"November 22, 2016",Xbox One,80,/game/xbox-one/darksiders-warmastered-edition,8.2
1063,Leap of Fate,"March 30, 2016",PC,80,/game/pc/leap-of-fate,7.5
1064,Tyranny,"November 10, 2016",PC,80,/game/pc/tyranny,7.8
1065,Football Manager 2017,"November 4, 2016",PC,80,/game/pc/football-manager-2017,5.3
1066,King's Quest Chapter 3: Once Upon a Climb,"April 26, 2016",Xbox One,80,/game/xbox-one/kings-quest-chapter-3-once-upon-a-climb,5.7
1067,BoxBoxBoy!,"June 30, 2016",3DS,80,/game/3ds/boxboxboy!,7.9
1068,Overcooked!,"August 3, 2016",Xbox One,80,/game/xbox-one/overcooked!,7.0
1069,Virginia,"September 22, 2016",Xbox One,80,/game/xbox-one/virginia,5.7
1070,Oxenfree,"January 14, 2016",PC,80,/game/pc/oxenfree,7.7
1071,Tokyo Mirage Sessions #FE,"June 24, 2016",Wii U,80,/game/wii-u/tokyo-mirage-sessions-fe,7.9
1072,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,"December 20, 2016",PC,80,/game/pc/the-walking-dead-the-telltale-series---a-new-frontier-episode-2-ties-that-bind-part-two,7.1
1073,Naruto Shippuden: Ultimate Ninja Storm 4,"February 9, 2016",Xbox One,80,/game/xbox-one/naruto-shippuden-ultimate-ninja-storm-4,8.2
1074,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,"December 20, 2016",PlayStation 4,80,/game/playstation-4/the-walking-dead-the-telltale-series---a-new-frontier-episode-1-ties-that-bind-part-one,6.9
1075,Prison Architect,"June 28, 2016",PlayStation 4,80,/game/playstation-4/prison-architect,6.9
1076,BioShock: The Collection,"September 16, 2016",PC,80,/game/pc/bioshock-the-collection,7.3
1077,Samorost 3,"March 24, 2016",PC,80,/game/pc/samorost-3,7.7
1078,Hyper Light Drifter,"July 26, 2016",PlayStation 4,80,/game/playstation-4/hyper-light-drifter,7.7
1079,OneShot,"December 8, 2016",PC,80,/game/pc/oneshot,8.8
1080,Score Rush Extended,"May 31, 2016",PlayStation 4,80,/game/playstation-4/score-rush-extended,7.2
1081,Ghost 1.0,"June 7, 2016",PC,80,/game/pc/ghost-10,7.4
1082,The Turing Test,"August 30, 2016",Xbox One,80,/game/xbox-one/the-turing-test,7.3
1083,Tom Clancy's The Division,"March 8, 2016",Xbox One,80,/game/xbox-one/tom-clancys-the-division,6.9
1084,Candle,"November 11, 2016",PC,80,/game/pc/candle,7.7
1085,1979 Revolution: Black Friday,"April 4, 2016",PC,80,/game/pc/1979-revolution-black-friday,7.5
1086,Cities: Skylines - Natural Disasters,"November 29, 2016",PC,80,/game/pc/cities-skylines---natural-disasters,6.1
1087,Tom Clancy's The Division,"March 8, 2016",PlayStation 4,80,/game/playstation-4/tom-clancys-the-division,7.0
1088,Downwell,"May 24, 2016",PlayStation 4,80,/game/playstation-4/downwell,7.1
1089,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,"December 20, 2016",PlayStation 4,80,/game/playstation-4/the-walking-dead-the-telltale-series---a-new-frontier-episode-2-ties-that-bind-part-two,6.6
1090,Gravity Rush Remastered,"February 2, 2016",PlayStation 4,80,/game/playstation-4/gravity-rush-remastered,8.1
1091,World of Tanks,"January 19, 2016",PlayStation 4,80,/game/playstation-4/world-of-tanks,5.2
1092,World of Van Helsing: Deathtrap,"December 30, 2016",Xbox One,80,/game/xbox-one/world-of-van-helsing-deathtrap,6.9
1093,Skylanders Imaginators,"October 16, 2016",PlayStation 4,79,/game/playstation-4/skylanders-imaginators,5.7
1094,Fractured Space,"September 22, 2016",PC,79,/game/pc/fractured-space,7.6
1095,Steredenn,"April 1, 2016",Xbox One,79,/game/xbox-one/steredenn,6.2
1096,Shantae and the Pirate's Curse,"March 16, 2016",Xbox One,79,/game/xbox-one/shantae-and-the-pirates-curse,8.1
1097,Oxenfree,"May 31, 2016",PlayStation 4,79,/game/playstation-4/oxenfree,7.8
1098,Jotun: Valhalla Edition,"September 8, 2016",Wii U,79,/game/wii-u/jotun-valhalla-edition,6.4
1099,Pinball FX2 VR,"November 29, 2016",PlayStation 4,79,/game/playstation-4/pinball-fx2-vr,7.1
1100,The Banner Saga,"January 12, 2016",PlayStation 4,79,/game/playstation-4/the-banner-saga,7.6
1101,Zen Pinball 2: Bethesda Pinball,"December 6, 2016",PlayStation 4,79,/game/playstation-4/zen-pinball-2-bethesda-pinball,tbd
1102,Fallout 4: Far Harbor,"May 19, 2016",PC,79,/game/pc/fallout-4-far-harbor,6.7
1103,King's Quest Chapter 3: Once Upon a Climb,"April 26, 2016",PlayStation 4,79,/game/playstation-4/kings-quest-chapter-3-once-upon-a-climb,7.1
1104,Goetia,"April 14, 2016",PC,79,/game/pc/goetia,7.1
1105,Dying Light: The Following,"February 9, 2016",PC,79,/game/pc/dying-light-the-following,8.3
1106,Tom Clancy's The Division,"March 8, 2016",PC,79,/game/pc/tom-clancys-the-division,6.0
1107,Naruto Shippuden: Ultimate Ninja Storm 4,"February 9, 2016",PlayStation 4,79,/game/playstation-4/naruto-shippuden-ultimate-ninja-storm-4,8.2
1108,Kelvin and the Infamous Machine,"July 21, 2016",PC,79,/game/pc/kelvin-and-the-infamous-machine,7.4
1109,Hitman - Episode 2: Sapienza,"April 26, 2016",Xbox One,79,/game/xbox-one/hitman---episode-2-sapienza,6.7
1110,SMITE,"March 24, 2016",PlayStation 4,79,/game/playstation-4/smite,6.8
1111,Pillars of Eternity: The White March - Part 2,"February 16, 2016",PC,79,/game/pc/pillars-of-eternity-the-white-march---part-2,7.4
1112,Trackmania Turbo,"March 24, 2016",PC,79,/game/pc/trackmania-turbo,7.1
1113,The King of Fighters XIV,"August 23, 2016",PlayStation 4,79,/game/playstation-4/the-king-of-fighters-xiv,8.2
1114,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,"July 26, 2016",PlayStation Vita,79,/game/playstation-vita/shiren-the-wanderer-the-tower-of-fortune-and-the-dice-of-fate,8.3
1115,Hitman - Episode 3: Marrakesh,"May 31, 2016",PC,79,/game/pc/hitman---episode-3-marrakesh,5.9
1116,Pac-Man 256,"June 21, 2016",PlayStation 4,79,/game/playstation-4/pac-man-256,6.9
1117,Alienation,"April 26, 2016",PlayStation 4,79,/game/playstation-4/alienation,7.8
1118,Anarcute,"July 12, 2016",PC,79,/game/pc/anarcute,7.3
1119,Homeworld: Deserts of Kharak,"January 20, 2016",PC,79,/game/pc/homeworld-deserts-of-kharak,7.9
1120,Hue,"August 30, 2016",PC,79,/game/pc/hue,7.7
1121,The Metronomicon,"September 1, 2016",PC,79,/game/pc/the-metronomicon,7.3
1122,Mantis Burn Racing,"October 12, 2016",Xbox One,79,/game/xbox-one/mantis-burn-racing,7.1
1123,EA Sports UFC 2,"March 15, 2016",PlayStation 4,79,/game/playstation-4/ea-sports-ufc-2,5.8
1124,Noitu Love: Devolution,"September 15, 2016",Wii U,79,/game/wii-u/noitu-love-devolution,7.2
1125,Shadow Warrior 2,"October 13, 2016",PC,78,/game/pc/shadow-warrior-2,8.0
1126,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,"December 20, 2016",Xbox One,78,/game/xbox-one/the-walking-dead-the-telltale-series---a-new-frontier-episode-2-ties-that-bind-part-two,6.4
1127,This War of Mine: The Little Ones,"January 29, 2016",Xbox One,78,/game/xbox-one/this-war-of-mine-the-little-ones,7.7
1128,Xanadu Next,"November 3, 2016",PC,78,/game/pc/xanadu-next,7.3
1129,Obliteracers,"February 23, 2016",PC,78,/game/pc/obliteracers,7.7
1130,Layers of Fear,"February 16, 2016",Xbox One,78,/game/xbox-one/layers-of-fear,7.2
1131,Deathsmiles,"March 10, 2016",PC,78,/game/pc/deathsmiles,7.2
1132,NHL 17,"September 13, 2016",PlayStation 4,78,/game/playstation-4/nhl-17,5.6
1133,The Sims 4: City Living,"November 1, 2016",PC,78,/game/pc/the-sims-4-city-living,5.7
1134,Stellaris,"May 9, 2016",PC,78,/game/pc/stellaris,8.0
1135,King's Quest Chapter 5: The Good Knight,"October 25, 2016",PlayStation 4,78,/game/playstation-4/kings-quest-chapter-5-the-good-knight,5.4
1136,Hatsune Miku: Project Diva X,"August 30, 2016",PlayStation 4,78,/game/playstation-4/hatsune-miku-project-diva-x,7.4
