,name,date,platform,score,url,userscore,fullurl,developer,genre
2508,Light Tracer,2017-09-26,PlayStation 4,68,/game/playstation-4/light-tracer,63.0,https://www.metacritic.com/game/playstation-4/light-tracer,Oasis Games,"['Puzzle', 'Action']"
2509,911 Operator,2017-02-24,PC,68,/game/pc/911-operator,71.0,https://www.metacritic.com/game/pc/911-operator,Jutsu Games,"['Simulation', 'Virtual', 'Career']"
2510,iO,2017-02-14,PlayStation 4,68,/game/playstation-4/io,,https://www.metacritic.com/game/playstation-4/io,Gamious,"['Puzzle', 'Action']"
2511,The Long Journey Home,2017-05-30,PC,68,/game/pc/the-long-journey-home,73.0,https://www.metacritic.com/game/pc/the-long-journey-home,Daedalic Studio West,"['Action Adventure', 'General']"
2512,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,2017-10-10,PlayStation 4,68,/game/playstation-4/marvels-guardians-of-the-galaxy---episode-4-who-needs-you,67.0,https://www.metacritic.com/game/playstation-4/marvels-guardians-of-the-galaxy---episode-4-who-needs-you,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']"
2513,iO,2017-02-14,Xbox One,68,/game/xbox-one/io,,https://www.metacritic.com/game/xbox-one/io,Gamious,"['Puzzle', 'Action']"
2514,Super Beat Sports,2017-11-02,Switch,68,/game/switch/super-beat-sports,71.0,https://www.metacritic.com/game/switch/super-beat-sports,Harmonix Music Systems,"['Action', 'Rhythm', 'Music']"
2515,Marvel Heroes Omega,2017-06-30,Xbox One,68,/game/xbox-one/marvel-heroes-omega,74.0,https://www.metacritic.com/game/xbox-one/marvel-heroes-omega,Gazillion,"['Role-Playing', 'Massively Multiplayer']"
2516,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,2017-07-11,PlayStation 4,68,/game/playstation-4/minecraft-story-mode-season-two---episode-1-hero-in-residence,52.0,https://www.metacritic.com/game/playstation-4/minecraft-story-mode-season-two---episode-1-hero-in-residence,Telltale Games,"['Adventure', 'Point-and-Click']"
2517,Outlast 2,2017-04-24,PlayStation 4,68,/game/playstation-4/outlast-2,69.0,https://www.metacritic.com/game/playstation-4/outlast-2,Red Barrels,"['Action Adventure', 'Survival']"
2518,Solstice Chronicles: MIA,2017-07-26,PC,68,/game/pc/solstice-chronicles-mia,68.0,https://www.metacritic.com/game/pc/solstice-chronicles-mia,Ironward,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
2519,Songbringer,2017-09-01,PC,68,/game/pc/songbringer,,https://www.metacritic.com/game/pc/songbringer,Wizard Fu Games,"['Action Adventure', 'General']"
2520,2Dark,2017-03-10,PC,68,/game/pc/2dark,55.0,https://www.metacritic.com/game/pc/2dark,Gloomywood,"['Action Adventure', 'General']"
2521,Digimon World: Next Order,2017-01-31,PlayStation 4,68,/game/playstation-4/digimon-world-next-order,67.0,https://www.metacritic.com/game/playstation-4/digimon-world-next-order,B.B.Studio,"['Role-Playing', 'Trainer']"
2522,Sparkle Unleashed,2017-12-25,Switch,68,/game/switch/sparkle-unleashed,61.0,https://www.metacritic.com/game/switch/sparkle-unleashed,10tons,"['Puzzle', 'Matching']"
2523,Raiders of the Broken Planet,2017-09-22,Xbox One,67,/game/xbox-one/raiders-of-the-broken-planet,58.0,https://www.metacritic.com/game/xbox-one/raiders-of-the-broken-planet,Mercury Steam,"['Strategy', 'Real-Time', 'MOBA']"
2524,Human: Fall Flat,2017-05-09,PlayStation 4,67,/game/playstation-4/human-fall-flat,68.0,https://www.metacritic.com/game/playstation-4/human-fall-flat,No Brakes Games,"['Action Adventure', 'General']"
2525,JYDGE,2017-10-19,Switch,67,/game/switch/jydge,69.0,https://www.metacritic.com/game/switch/jydge,10tons,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
2526,Danganronpa Another Episode: Ultra Despair Girls,2017-06-27,PlayStation 4,67,/game/playstation-4/danganronpa-another-episode-ultra-despair-girls,70.0,https://www.metacritic.com/game/playstation-4/danganronpa-another-episode-ultra-despair-girls,Spike Chunsoft,"['Action Adventure', 'General']"
2527,Vikings: Wolves of Midgard,2017-03-28,PlayStation 4,67,/game/playstation-4/vikings-wolves-of-midgard,66.0,https://www.metacritic.com/game/playstation-4/vikings-wolves-of-midgard,Games Farm,"['Role-Playing', 'Action RPG']"
2528,How to Survive 2,2017-02-06,PlayStation 4,67,/game/playstation-4/how-to-survive-2,64.0,https://www.metacritic.com/game/playstation-4/how-to-survive-2,505 Games,"['Action Adventure', 'Survival']"
2529,WWE 2K18,2017-10-13,Xbox One,67,/game/xbox-one/wwe-2k18,45.0,https://www.metacritic.com/game/xbox-one/wwe-2k18,Yuke's,"['Sports', 'Individual', 'Combat', 'Wrestling']"
2530,Nine Parchments,2017-12-12,PlayStation 4,67,/game/playstation-4/nine-parchments,67.0,https://www.metacritic.com/game/playstation-4/nine-parchments,"Frozenbyte, Inc.","['Role-Playing', 'Action RPG']"
2531,Batman: The Enemy Within - Episode 2: The Pact,2017-09-26,PlayStation 4,67,/game/playstation-4/batman-the-enemy-within---episode-2-the-pact,51.0,https://www.metacritic.com/game/playstation-4/batman-the-enemy-within---episode-2-the-pact,Telltale Games,"['Adventure', 'Point-and-Click']"
2532,DreamWorks Voltron VR Chronicles,2017-09-26,PlayStation 4,67,/game/playstation-4/dreamworks-voltron-vr-chronicles,45.0,https://www.metacritic.com/game/playstation-4/dreamworks-voltron-vr-chronicles,Digital Domain,"['Action', 'General']"
2533,The Town of Light,2017-06-06,PlayStation 4,67,/game/playstation-4/the-town-of-light,64.0,https://www.metacritic.com/game/playstation-4/the-town-of-light,"LKA Interactive, LKA","['Adventure', '3D', 'First-Person']"
2534,White Day: A Labyrinth Named School,2017-08-22,PlayStation 4,67,/game/playstation-4/white-day-a-labyrinth-named-school,73.0,https://www.metacritic.com/game/playstation-4/white-day-a-labyrinth-named-school,ROIGAMES Inc.,"['Action Adventure', 'Survival']"
2535,The LEGO NINJAGO Movie Video Game,2017-09-22,PlayStation 4,67,/game/playstation-4/the-lego-ninjago-movie-video-game,63.0,https://www.metacritic.com/game/playstation-4/the-lego-ninjago-movie-video-game,TT Games,"['Action Adventure', 'General', 'Linear']"
2536,Neon Chrome,2017-10-12,Switch,67,/game/switch/neon-chrome,71.0,https://www.metacritic.com/game/switch/neon-chrome,10tons,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
2537,Max: The Curse of Brotherhood,2017-11-08,PlayStation 4,67,/game/playstation-4/max-the-curse-of-brotherhood,54.0,https://www.metacritic.com/game/playstation-4/max-the-curse-of-brotherhood,Wired Productions,"['Action Adventure', 'General']"
2538,Shiness: The Lightning Kingdom,2017-04-18,PlayStation 4,67,/game/playstation-4/shiness-the-lightning-kingdom,68.0,https://www.metacritic.com/game/playstation-4/shiness-the-lightning-kingdom,Enigami,"['Role-Playing', 'Action RPG']"
2539,Resident Evil 7: biohazard - Banned Footage Vol. 2,2017-02-14,PlayStation 4,67,/game/playstation-4/resident-evil-7-biohazard---banned-footage-vol-2,70.0,https://www.metacritic.com/game/playstation-4/resident-evil-7-biohazard---banned-footage-vol-2,Capcom,"['Action Adventure', 'Survival']"
2540,Elex,2017-10-17,PC,67,/game/pc/elex,70.0,https://www.metacritic.com/game/pc/elex,Piranha Bytes,"['Role-Playing', 'Western-Style']"
2541,Fate/Extella: The Umbral Star,2017-01-17,PlayStation 4,67,/game/playstation-4/fateextella-the-umbral-star,70.0,https://www.metacritic.com/game/playstation-4/fateextella-the-umbral-star,Marvelous Inc.,"['Action', ""Beat-'Em-Up"", '3D']"
2542,Disneyland Adventures,2017-10-31,Xbox One,67,/game/xbox-one/disneyland-adventures,55.0,https://www.metacritic.com/game/xbox-one/disneyland-adventures,Asobo Studio,"['Action Adventure', 'General']"
2543,Dreamfall Chapters,2017-05-05,PlayStation 4,67,/game/playstation-4/dreamfall-chapters,68.0,https://www.metacritic.com/game/playstation-4/dreamfall-chapters,Red Thread Games,"['Fantasy', 'Adventure', '3D', 'Third-Person']"
2544,Shiness: The Lightning Kingdom,2017-04-18,Xbox One,67,/game/xbox-one/shiness-the-lightning-kingdom,77.0,https://www.metacritic.com/game/xbox-one/shiness-the-lightning-kingdom,"Seaven Studio, Enigami","['Role-Playing', 'Action RPG']"
2545,MXGP3: The Official Motocross Videogame,2017-06-20,PlayStation 4,67,/game/playstation-4/mxgp3-the-official-motocross-videogame,,https://www.metacritic.com/game/playstation-4/mxgp3-the-official-motocross-videogame,Milestone S.r.l,"['Racing', 'Simulation', 'Automobile']"
2546,Urban Trial Freestyle 2,2017-03-30,3DS,67,/game/3ds/urban-trial-freestyle-2,63.0,https://www.metacritic.com/game/3ds/urban-trial-freestyle-2,"Teyon, Tate Multimedia","['Racing', 'Arcade', 'Automobile']"
2547,Miitopia,2017-07-28,3DS,67,/game/3ds/miitopia,78.0,https://www.metacritic.com/game/3ds/miitopia,Nintendo,"['Action', 'General']"
2548,Outcast: Second Contact,2017-11-07,Xbox One,67,/game/xbox-one/outcast-second-contact,70.0,https://www.metacritic.com/game/xbox-one/outcast-second-contact,"Appeal, Bigben Games","['Action Adventure', 'Adventure', 'General', 'Open-World']"
2549,Picross S,2017-09-28,Switch,67,/game/switch/picross-s,73.0,https://www.metacritic.com/game/switch/picross-s,Jupiter Corporation,"['Puzzle', 'Logic']"
2550,Spintires: Mudrunner,2017-10-31,PlayStation 4,67,/game/playstation-4/spintires-mudrunner,73.0,https://www.metacritic.com/game/playstation-4/spintires-mudrunner,Koch Media,"['Simulation', 'Vehicle', 'Civilian']"
2551,Scanner Sombre,2017-04-26,PC,67,/game/pc/scanner-sombre,65.0,https://www.metacritic.com/game/pc/scanner-sombre,Introversion Software,"['Action Adventure', 'Linear']"
2552,Tyranny: Bastard's Wound,2017-09-07,PC,67,/game/pc/tyranny-bastards-wound,68.0,https://www.metacritic.com/game/pc/tyranny-bastards-wound,Obsidian Entertainment,"['Role-Playing', 'Western-Style']"
2553,NBA Playgrounds,2017-05-09,PC,67,/game/pc/nba-playgrounds,72.0,https://www.metacritic.com/game/pc/nba-playgrounds,Saber Interactive,"['Sports', 'Team', 'Basketball', 'Arcade']"
2554,Star Wars Battlefront II,2017-11-17,Xbox One,66,/game/xbox-one/star-wars-battlefront-ii,14.0,https://www.metacritic.com/game/xbox-one/star-wars-battlefront-ii,EA DICE,"['Action', 'Shooter', 'First-Person', 'Tactical']"
2555,WWE 2K18,2017-10-13,PlayStation 4,66,/game/playstation-4/wwe-2k18,55.0,https://www.metacritic.com/game/playstation-4/wwe-2k18,Yuke's,"['Sports', 'Individual', 'Combat', 'Wrestling']"
2556,The Sims 4,2017-11-17,Xbox One,66,/game/xbox-one/the-sims-4,32.0,https://www.metacritic.com/game/xbox-one/the-sims-4,Maxis,"['Simulation', 'Virtual', 'Virtual Life']"
2557,Nights of Azure 2: Bride of the New Moon,2017-10-24,PlayStation 4,66,/game/playstation-4/nights-of-azure-2-bride-of-the-new-moon,69.0,https://www.metacritic.com/game/playstation-4/nights-of-azure-2-bride-of-the-new-moon,Gust,"['Action', 'General', 'Role-Playing', 'Action RPG']"
2558,Nine Parchments,2017-12-05,Switch,66,/game/switch/nine-parchments,71.0,https://www.metacritic.com/game/switch/nine-parchments,"Frozenbyte, Inc.","['Role-Playing', 'Action RPG']"
2559,LEGO Worlds,2017-03-07,PlayStation 4,66,/game/playstation-4/lego-worlds,64.0,https://www.metacritic.com/game/playstation-4/lego-worlds,TT Games,"['Action Adventure', 'Sandbox']"
2560,Black The Fall,2017-07-11,PlayStation 4,66,/game/playstation-4/black-the-fall,69.0,https://www.metacritic.com/game/playstation-4/black-the-fall,Sand Sailor Studio,"['Action', 'General']"
2561,Oceanhorn: Monster of Uncharted Seas,2017-06-22,Switch,66,/game/switch/oceanhorn-monster-of-uncharted-seas,73.0,https://www.metacritic.com/game/switch/oceanhorn-monster-of-uncharted-seas,Cornfox & Bros.,"['Action Adventure', 'Open-World']"
2562,NASCAR Heat 2,2017-09-12,PlayStation 4,66,/game/playstation-4/nascar-heat-2,57.0,https://www.metacritic.com/game/playstation-4/nascar-heat-2,"Monster Games Inc., 704Games","['Racing', 'Simulation', 'Automobile']"
2563,The Incredible Adventures of Van Helsing: Extended Edition,2017-02-28,PlayStation 4,66,/game/playstation-4/the-incredible-adventures-of-van-helsing-extended-edition,61.0,https://www.metacritic.com/game/playstation-4/the-incredible-adventures-of-van-helsing-extended-edition,NeocoreGames,"['Role-Playing', 'Action RPG']"
2564,Blue Reflection,2017-09-26,PlayStation 4,66,/game/playstation-4/blue-reflection,72.0,https://www.metacritic.com/game/playstation-4/blue-reflection,Gust,"['Role-Playing', 'Japanese-Style']"
2565,Knee Deep,2017-02-03,Xbox One,66,/game/xbox-one/knee-deep,,https://www.metacritic.com/game/xbox-one/knee-deep,Wales Interactive Ltd.,"['Adventure', 'Point-and-Click']"
2566,Ultra Street Fighter II: The Final Challengers,2017-05-26,Switch,66,/game/switch/ultra-street-fighter-ii-the-final-challengers,67.0,https://www.metacritic.com/game/switch/ultra-street-fighter-ii-the-final-challengers,Capcom,"['Action', 'Fighting', '2D']"
2567,Hidden Agenda,2017-10-24,PlayStation 4,66,/game/playstation-4/hidden-agenda,66.0,https://www.metacritic.com/game/playstation-4/hidden-agenda,Supermassive Games,"['Miscellaneous', 'Party / Minigame']"
2568,Infinite Minigolf,2017-08-03,Switch,66,/game/switch/infinite-minigolf,59.0,https://www.metacritic.com/game/switch/infinite-minigolf,Zen Studios,"['Sports', 'Individual', 'Golf', 'Arcade']"
2569,Berserk and the Band of the Hawk,2017-02-21,PlayStation 4,66,/game/playstation-4/berserk-and-the-band-of-the-hawk,65.0,https://www.metacritic.com/game/playstation-4/berserk-and-the-band-of-the-hawk,Omega Force,"['Action', ""Beat-'Em-Up"", '3D']"
2570,FlatOut 4: Total Insanity,2017-03-17,Xbox One,66,/game/xbox-one/flatout-4-total-insanity,59.0,https://www.metacritic.com/game/xbox-one/flatout-4-total-insanity,"Strategy First, Kylotonn","['Racing', 'Arcade', 'Automobile']"
2571,Chaos Code: New Sign of Catastrophe,2017-03-15,PlayStation 4,66,/game/playstation-4/chaos-code-new-sign-of-catastrophe,,https://www.metacritic.com/game/playstation-4/chaos-code-new-sign-of-catastrophe,FK Digital,"['Action', 'Fighting', '2D']"
2572,Diluvion,2017-02-02,PC,66,/game/pc/diluvion,63.0,https://www.metacritic.com/game/pc/diluvion,ArachnidGames,"['Action Adventure', 'Open-World']"
2573,Rain World,2017-03-28,PC,66,/game/pc/rain-world,84.0,https://www.metacritic.com/game/pc/rain-world,Videocult,"['Action', 'Platformer', '2D']"
2574,Rise & Shine,2017-01-13,Xbox One,66,/game/xbox-one/rise-shine,62.0,https://www.metacritic.com/game/xbox-one/rise-shine,"Super Mega Team, Super Awesome Hyper Dimensional Mega Team","['Action', 'Platformer', '2D']"
2575,The Sims 4,2017-11-17,PlayStation 4,66,/game/playstation-4/the-sims-4,37.0,https://www.metacritic.com/game/playstation-4/the-sims-4,Maxis,"['Simulation', 'Virtual', 'Virtual Life']"
2576,NBA Playgrounds,2017-05-09,Xbox One,66,/game/xbox-one/nba-playgrounds,59.0,https://www.metacritic.com/game/xbox-one/nba-playgrounds,Saber Interactive,"['Sports', 'Team', 'Basketball', 'Arcade']"
2577,Vikings: Wolves of Midgard,2017-03-24,PC,66,/game/pc/vikings-wolves-of-midgard,70.0,https://www.metacritic.com/game/pc/vikings-wolves-of-midgard,Games Farm,"['Role-Playing', 'Action RPG']"
2578,Tiny Metal,2017-12-21,Switch,66,/game/switch/tiny-metal,57.0,https://www.metacritic.com/game/switch/tiny-metal,AREA35,"['Strategy', 'Turn-Based', 'Tactics']"
2579,Mr. Shifty,2017-04-13,Switch,66,/game/switch/mr-shifty,69.0,https://www.metacritic.com/game/switch/mr-shifty,Team Shifty,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
2580,This is the Police,2017-10-24,Switch,66,/game/switch/this-is-the-police,73.0,https://www.metacritic.com/game/switch/this-is-the-police,Weappy Studio,"['Simulation', 'Virtual', 'Career']"
2581,Ride 2,2017-02-14,Xbox One,66,/game/xbox-one/ride-2,74.0,https://www.metacritic.com/game/xbox-one/ride-2,Milestone S.r.l,"['Racing', 'Simulation', 'Automobile']"
2582,Nights of Azure 2: Bride of the New Moon,2017-10-24,Switch,66,/game/switch/nights-of-azure-2-bride-of-the-new-moon,64.0,https://www.metacritic.com/game/switch/nights-of-azure-2-bride-of-the-new-moon,Gust,"['Role-Playing', 'Action RPG']"
2583,Bounty Train,2017-05-16,PC,66,/game/pc/bounty-train,75.0,https://www.metacritic.com/game/pc/bounty-train,Corbie Games,"['Simulation', 'Vehicle', 'Train']"
2584,Hyakki Castle,2017-11-14,PC,65,/game/pc/hyakki-castle,,https://www.metacritic.com/game/pc/hyakki-castle,Asakusa Studios,"['Role-Playing', 'General']"
2585,DEXED,2017-01-31,PlayStation 4,65,/game/playstation-4/dexed,,https://www.metacritic.com/game/playstation-4/dexed,Ninja Theory,"['Action', 'Shooter', 'Rail']"
2586,Final Fantasy XV: Episode Prompto,2017-06-27,PlayStation 4,65,/game/playstation-4/final-fantasy-xv-episode-prompto,88.0,https://www.metacritic.com/game/playstation-4/final-fantasy-xv-episode-prompto,Square Enix,"['Role-Playing', 'Action RPG']"
2587,88 Heroes: 98 Heroes Edition,2017-10-10,Switch,65,/game/switch/88-heroes-98-heroes-edition,64.0,https://www.metacritic.com/game/switch/88-heroes-98-heroes-edition,Bitmap Bureau,"['Action', 'Platformer', '2D']"
2588,Immortal Planet,2017-07-27,PC,65,/game/pc/immortal-planet,67.0,https://www.metacritic.com/game/pc/immortal-planet,teedoubleuGAMES,"['Role-Playing', 'Action RPG']"
2589,Vostok Inc.,2017-12-07,Switch,65,/game/switch/vostok-inc,71.0,https://www.metacritic.com/game/switch/vostok-inc,Nosebleed Interactive,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
2590,Surf World Series,2017-08-29,PlayStation 4,65,/game/playstation-4/surf-world-series,,https://www.metacritic.com/game/playstation-4/surf-world-series,Climax Studios,"['Sports', 'Individual', 'Surf / Wakeboard']"
2591,Dino Frontier,2017-08-01,PlayStation 4,65,/game/playstation-4/dino-frontier,66.0,https://www.metacritic.com/game/playstation-4/dino-frontier,Uber Entertainment,"['Strategy', 'Management', 'Business / Tycoon']"
2592,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,2017-08-22,PlayStation 4,65,/game/playstation-4/marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,64.0,https://www.metacritic.com/game/playstation-4/marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']"
2593,2Dark,2017-03-10,Xbox One,65,/game/xbox-one/2dark,69.0,https://www.metacritic.com/game/xbox-one/2dark,Gloomywood,"['Action Adventure', 'General']"
2594,Spelunker Party!,2017-10-19,Switch,65,/game/switch/spelunker-party!,66.0,https://www.metacritic.com/game/switch/spelunker-party!,Tozai Games,"['Action', 'Platformer', '2D']"
2595,Atomega,2017-09-19,PC,65,/game/pc/atomega,65.0,https://www.metacritic.com/game/pc/atomega,Ubisoft Reflections,"['Action', 'General']"
2596,Baja: Edge of Control HD,2017-09-14,PlayStation 4,65,/game/playstation-4/baja-edge-of-control-hd,63.0,https://www.metacritic.com/game/playstation-4/baja-edge-of-control-hd,THQ Nordic,"['Racing', 'Simulation', 'Automobile']"
2597,Nevermind,2017-01-11,Xbox One,65,/game/xbox-one/nevermind,63.0,https://www.metacritic.com/game/xbox-one/nevermind,Flying Mollusk,"['Action Adventure', 'Adventure', '3D', 'Linear', 'First-Person']"
2598,The Crow's Eye,2017-03-20,PC,65,/game/pc/the-crows-eye,70.0,https://www.metacritic.com/game/pc/the-crows-eye,3D2 Entertainment,"['Action Adventure', 'Horror', 'Survival']"
