,name,date,platform,score,url,userscore,fullurl,developer,genre
2384,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,2017-07-11,PC,71,/game/pc/minecraft-story-mode-season-two---episode-1-hero-in-residence,43.0,https://www.metacritic.com/game/pc/minecraft-story-mode-season-two---episode-1-hero-in-residence,Telltale Games,"['Adventure', 'Point-and-Click']"
2385,Farpoint,2017-05-16,PlayStation 4,71,/game/playstation-4/farpoint,81.0,https://www.metacritic.com/game/playstation-4/farpoint,Impulse Gear,"['Action', 'Shooter', 'First-Person', 'Arcade']"
2386,Romancing SaGa 2,2017-12-15,PlayStation 4,71,/game/playstation-4/romancing-saga-2,70.0,https://www.metacritic.com/game/playstation-4/romancing-saga-2,"SquareSoft, Square Enix, ArtePiazza","['Role-Playing', 'Japanese-Style']"
2387,Never Stop Sneakin',2017-12-14,Switch,71,/game/switch/never-stop-sneakin,68.0,https://www.metacritic.com/game/switch/never-stop-sneakin,Humble Hearts,"['Action Adventure', 'General']"
2388,Resident Evil 7: biohazard - Not a Hero,2017-12-12,PlayStation 4,71,/game/playstation-4/resident-evil-7-biohazard---not-a-hero,75.0,https://www.metacritic.com/game/playstation-4/resident-evil-7-biohazard---not-a-hero,Capcom,"['Action Adventure', 'Survival']"
2389,The Sexy Brutale,2017-12-07,Switch,71,/game/switch/the-sexy-brutale,46.0,https://www.metacritic.com/game/switch/the-sexy-brutale,Cavalier Game Studios,"['Adventure', 'General']"
2390,Batman: The Enemy Within - Episode 2: The Pact,2017-09-26,PC,71,/game/pc/batman-the-enemy-within---episode-2-the-pact,74.0,https://www.metacritic.com/game/pc/batman-the-enemy-within---episode-2-the-pact,Telltale Games,"['Adventure', 'Point-and-Click']"
2391,Aporia: Beyond The Valley,2017-07-19,PC,71,/game/pc/aporia-beyond-the-valley,70.0,https://www.metacritic.com/game/pc/aporia-beyond-the-valley,Investigate North,"['Adventure', '3D', 'First-Person']"
2392,OVIVO,2017-05-12,PC,71,/game/pc/ovivo,73.0,https://www.metacritic.com/game/pc/ovivo,IzHard,"['Action', 'Platformer', '2D']"
2393,Little Inferno,2017-03-16,Switch,71,/game/switch/little-inferno,68.0,https://www.metacritic.com/game/switch/little-inferno,Tomorrow Corporation,"['Puzzle', 'Action']"
2394,A Normal Lost Phone,2017-01-26,PC,71,/game/pc/a-normal-lost-phone,68.0,https://www.metacritic.com/game/pc/a-normal-lost-phone,Accidental Queens,"['Simulation', 'General']"
2395,Get Even,2017-06-23,PlayStation 4,71,/game/playstation-4/get-even,73.0,https://www.metacritic.com/game/playstation-4/get-even,The Farm 51,"['Modern', 'Action', 'Shooter', 'First-Person', 'Arcade']"
2396,Batman: The Enemy Within - Episode 3: The Fractured Mask,2017-11-21,PC,71,/game/pc/batman-the-enemy-within---episode-3-the-fractured-mask,73.0,https://www.metacritic.com/game/pc/batman-the-enemy-within---episode-3-the-fractured-mask,Telltale Games,"['Adventure', 'Point-and-Click']"
2397,Tokyo 42,2017-05-31,Xbox One,71,/game/xbox-one/tokyo-42,43.0,https://www.metacritic.com/game/xbox-one/tokyo-42,SMAC Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
2398,Cyberdimension Neptunia: 4 Goddesses Online,2017-10-10,PlayStation 4,71,/game/playstation-4/cyberdimension-neptunia-4-goddesses-online,68.0,https://www.metacritic.com/game/playstation-4/cyberdimension-neptunia-4-goddesses-online,Compile Heart,"['Role-Playing', 'Action RPG']"
2399,Portal Knights,2017-05-23,PlayStation 4,71,/game/playstation-4/portal-knights,65.0,https://www.metacritic.com/game/playstation-4/portal-knights,Keen Games,"['Action', 'Role-Playing', 'General', 'Action RPG']"
2400,Loot Rascals,2017-03-07,PC,71,/game/pc/loot-rascals,70.0,https://www.metacritic.com/game/pc/loot-rascals,Hollow Ponds,"['Action Adventure', 'General']"
2401,Lichtspeer: Double Speer Edition,2017-09-07,Switch,71,/game/switch/lichtspeer-double-speer-edition,71.0,https://www.metacritic.com/game/switch/lichtspeer-double-speer-edition,"Crunching Koalas, Lichthund","['Action Adventure', 'General']"
2402,Conga Master Party!,2017-09-28,Switch,71,/game/switch/conga-master-party!,64.0,https://www.metacritic.com/game/switch/conga-master-party!,Rising Star Games,"['Miscellaneous', 'Party / Minigame']"
2403,Pinstripe,2017-04-24,PC,71,/game/pc/pinstripe,74.0,https://www.metacritic.com/game/pc/pinstripe,Thomas Brush,"['Miscellaneous', 'Action Adventure', 'General']"
2404,Sublevel Zero Redux,2017-03-07,PlayStation 4,71,/game/playstation-4/sublevel-zero-redux,58.0,https://www.metacritic.com/game/playstation-4/sublevel-zero-redux,Sigtrap Games,"['Simulation', 'Space', 'Combat']"
2405,8-Bit Adventure Anthology: Volume One,2017-10-31,PlayStation 4,71,/game/playstation-4/8-bit-adventure-anthology-volume-one,,https://www.metacritic.com/game/playstation-4/8-bit-adventure-anthology-volume-one,Abstraction Games,"['Miscellaneous', 'Compilation']"
2406,Ruiner,2017-09-26,PlayStation 4,71,/game/playstation-4/ruiner,76.0,https://www.metacritic.com/game/playstation-4/ruiner,Reikon Games,"['Action', 'General']"
2407,AER: Memories of Old,2017-10-25,Xbox One,71,/game/xbox-one/aer-memories-of-old,71.0,https://www.metacritic.com/game/xbox-one/aer-memories-of-old,Daedalic Entertainment,"['Action Adventure', 'General', 'Open-World']"
2408,Drifting Lands,2017-06-05,PC,71,/game/pc/drifting-lands,,https://www.metacritic.com/game/pc/drifting-lands,Alkemi Games,"['Scrolling', 'Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']"
2409,Psychonauts in The Rhombus of Ruin,2017-02-21,PlayStation 4,71,/game/playstation-4/psychonauts-in-the-rhombus-of-ruin,69.0,https://www.metacritic.com/game/playstation-4/psychonauts-in-the-rhombus-of-ruin,Double Fine Productions,"['Action', 'General']"
2410,Mass Effect: Andromeda,2017-03-21,PlayStation 4,71,/game/playstation-4/mass-effect-andromeda,49.0,https://www.metacritic.com/game/playstation-4/mass-effect-andromeda,BioWare,"['Role-Playing', 'Action RPG']"
2411,Pro Cycling Manager 2017,2017-06-15,PC,71,/game/pc/pro-cycling-manager-2017,64.0,https://www.metacritic.com/game/pc/pro-cycling-manager-2017,Cyanide,"['Sports', 'Individual', 'Biking']"
2412,Fearful Symmetry & The Cursed Prince,2017-12-12,Xbox One,71,/game/xbox-one/fearful-symmetry-the-cursed-prince,,https://www.metacritic.com/game/xbox-one/fearful-symmetry-the-cursed-prince,Gamera Interactive,"['Puzzle', 'Action']"
2413,Beat Cop,2017-03-30,PC,71,/game/pc/beat-cop,74.0,https://www.metacritic.com/game/pc/beat-cop,Pixel Crow,"['Simulation', 'Virtual', 'Career']"
2414,Summon Night 6: Lost Borders,2017-10-31,PlayStation 4,71,/game/playstation-4/summon-night-6-lost-borders,69.0,https://www.metacritic.com/game/playstation-4/summon-night-6-lost-borders,Media Vision,"['Role-Playing', 'Japanese-Style']"
2415,Knowledge is Power,2017-10-24,PlayStation 4,71,/game/playstation-4/knowledge-is-power,71.0,https://www.metacritic.com/game/playstation-4/knowledge-is-power,"Sony Interactive Entertainment, Wish Studios","['Miscellaneous', 'Party / Minigame']"
2416,Robonauts,2017-09-15,Switch,71,/game/switch/robonauts,67.0,https://www.metacritic.com/game/switch/robonauts,QubicGames,"['Action', 'Platformer', '2D']"
2417,Songbringer,2017-09-05,PlayStation 4,71,/game/playstation-4/songbringer,64.0,https://www.metacritic.com/game/playstation-4/songbringer,Wizard Fu Games,"['Action Adventure', 'General']"
2418,BUTCHER,2017-05-09,PlayStation 4,71,/game/playstation-4/butcher,72.0,https://www.metacritic.com/game/playstation-4/butcher,"Transhuman Design, Crunching Koalas","['Action', 'Platformer', '2D']"
2419,BUTCHER,2017-09-28,Switch,70,/game/switch/butcher,74.0,https://www.metacritic.com/game/switch/butcher,Transhuman Design,"['Action', 'Platformer', '2D']"
2420,Batman: The Enemy Within - Episode 1: The Enigma,2017-08-08,PlayStation 4,70,/game/playstation-4/batman-the-enemy-within---episode-1-the-enigma,59.0,https://www.metacritic.com/game/playstation-4/batman-the-enemy-within---episode-1-the-enigma,Telltale Games,"['Adventure', 'Point-and-Click']"
2421,ARK: Survival Evolved,2017-08-29,PC,70,/game/pc/ark-survival-evolved,57.0,https://www.metacritic.com/game/pc/ark-survival-evolved,Studio Wildcard,"['Action Adventure', 'Survival', 'Sandbox']"
2422,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,2017-08-22,Xbox One,70,/game/xbox-one/marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,48.0,https://www.metacritic.com/game/xbox-one/marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']"
2423,ACA NeoGeo: Shock Troopers,2017-03-09,Switch,70,/game/switch/aca-neogeo-shock-troopers,68.0,https://www.metacritic.com/game/switch/aca-neogeo-shock-troopers,Saurus,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
2424,Sundered,2017-07-28,PlayStation 4,70,/game/playstation-4/sundered,68.0,https://www.metacritic.com/game/playstation-4/sundered,Thunder Lotus Games,"['Action Adventure', 'General']"
2425,Resident Evil: Revelations,2017-08-29,PlayStation 4,70,/game/playstation-4/resident-evil-revelations,79.0,https://www.metacritic.com/game/playstation-4/resident-evil-revelations,Capcom,"['Action Adventure', 'Survival']"
2426,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,2017-02-03,PlayStation 4,70,/game/playstation-4/naruto-shippuden-ultimate-ninja-storm-4---road-to-boruto-expansion,71.0,https://www.metacritic.com/game/playstation-4/naruto-shippuden-ultimate-ninja-storm-4---road-to-boruto-expansion,CyberConnect2,"['Action', 'Fighting', '3D']"
2427,Time Recoil,2017-10-26,Switch,70,/game/switch/time-recoil,,https://www.metacritic.com/game/switch/time-recoil,10tons,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
2428,Senran Kagura: Peach Beach Splash,2017-09-12,PlayStation 4,70,/game/playstation-4/senran-kagura-peach-beach-splash,74.0,https://www.metacritic.com/game/playstation-4/senran-kagura-peach-beach-splash,"Tamsoft, Marvelous Inc.","['Action', 'Shooter', 'Third-Person', 'Arcade']"
2429,Tokyo 42,2017-05-31,PC,70,/game/pc/tokyo-42,70.0,https://www.metacritic.com/game/pc/tokyo-42,SMAC Games,"['General', 'Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
2430,Demon's Crystals,2017-05-12,Xbox One,70,/game/xbox-one/demons-crystals,,https://www.metacritic.com/game/xbox-one/demons-crystals,Badland Games,"['Action', 'General']"
2431,Yonder: The Cloud Catcher Chronicles,2017-07-17,PC,70,/game/pc/yonder-the-cloud-catcher-chronicles,66.0,https://www.metacritic.com/game/pc/yonder-the-cloud-catcher-chronicles,Prideful Sloth,"['Action Adventure', 'Open-World']"
2432,Batman: The Enemy Within - Episode 3: The Fractured Mask,2017-11-21,PlayStation 4,70,/game/playstation-4/batman-the-enemy-within---episode-3-the-fractured-mask,60.0,https://www.metacritic.com/game/playstation-4/batman-the-enemy-within---episode-3-the-fractured-mask,Telltale Games,"['Adventure', 'Point-and-Click']"
2433,WRC 7,2017-09-15,Xbox One,70,/game/xbox-one/wrc-7,66.0,https://www.metacritic.com/game/xbox-one/wrc-7,Kylotonn,"['Racing', 'Simulation', 'Automobile']"
2434,Immortal Redneck,2017-04-25,PC,70,/game/pc/immortal-redneck,71.0,https://www.metacritic.com/game/pc/immortal-redneck,"CremaGames, Crema Games","['Action', 'Shooter', 'First-Person', 'Arcade']"
2435,Blackwood Crossing,2017-04-04,PC,70,/game/pc/blackwood-crossing,65.0,https://www.metacritic.com/game/pc/blackwood-crossing,PaperSeven,"['Adventure', 'General']"
2436,The Assembly,2017-01-20,Xbox One,70,/game/xbox-one/the-assembly,60.0,https://www.metacritic.com/game/xbox-one/the-assembly,nDreams,"['Miscellaneous', 'General']"
2437,Halo Wars 2,2017-02-17,PC,70,/game/pc/halo-wars-2,59.0,https://www.metacritic.com/game/pc/halo-wars-2,Creative Assembly,"['Strategy', 'Real-Time', 'General']"
2438,Steep: Road to the Olympics,2017-12-05,PlayStation 4,70,/game/playstation-4/steep-road-to-the-olympics,66.0,https://www.metacritic.com/game/playstation-4/steep-road-to-the-olympics,Ubisoft Annecy,"['Sports', 'Individual', 'Ski / Snowboard']"
2439,Tom Clancy's Ghost Recon: Wildlands,2017-03-07,PlayStation 4,70,/game/playstation-4/tom-clancys-ghost-recon-wildlands,63.0,https://www.metacritic.com/game/playstation-4/tom-clancys-ghost-recon-wildlands,Ubisoft Paris,"['Action Adventure', 'Open-World']"
2440,Voodoo Vince Remastered,2017-04-18,Xbox One,70,/game/xbox-one/voodoo-vince-remastered,59.0,https://www.metacritic.com/game/xbox-one/voodoo-vince-remastered,No Data,No Data
2441,Road Redemption,2017-10-04,PC,70,/game/pc/road-redemption,71.0,https://www.metacritic.com/game/pc/road-redemption,Dark Seas Games,"['Driving', 'Car Combat', 'Car Combat', 'Simulation', 'Vehicle', 'Combat']"
2442,WRC 7,2017-09-15,PlayStation 4,70,/game/playstation-4/wrc-7,72.0,https://www.metacritic.com/game/playstation-4/wrc-7,Kylotonn,"['Racing', 'Simulation', 'Automobile']"
2443,Sine Mora EX,2017-08-08,Switch,70,/game/switch/sine-mora-ex,73.0,https://www.metacritic.com/game/switch/sine-mora-ex,Grasshopper Manufacture,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']"
2444,Warriors All-Stars,2017-08-29,PlayStation 4,70,/game/playstation-4/warriors-all-stars,66.0,https://www.metacritic.com/game/playstation-4/warriors-all-stars,Omega Force,"['Action', ""Beat-'Em-Up"", '3D']"
2445,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,2017-04-18,PC,70,/game/pc/marvels-guardians-of-the-galaxy---episode-1-tangled-up-in-blue,56.0,https://www.metacritic.com/game/pc/marvels-guardians-of-the-galaxy---episode-1-tangled-up-in-blue,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']"
2446,Dynasty Warriors: Godseekers,2017-01-31,PlayStation 4,70,/game/playstation-4/dynasty-warriors-godseekers,63.0,https://www.metacritic.com/game/playstation-4/dynasty-warriors-godseekers,Omega Force,"['Strategy', 'Turn-Based', 'Tactics']"
2447,AER: Memories of Old,2017-10-25,PlayStation 4,70,/game/playstation-4/aer-memories-of-old,69.0,https://www.metacritic.com/game/playstation-4/aer-memories-of-old,Daedalic Entertainment,"['Action Adventure', 'General', 'Open-World']"
2448,Romancing SaGa 2,2017-12-15,Switch,70,/game/switch/romancing-saga-2,80.0,https://www.metacritic.com/game/switch/romancing-saga-2,"Square Enix, ArtePiazza","['Role-Playing', 'Japanese-Style']"
2449,Sudden Strike 4,2017-08-11,PC,70,/game/pc/sudden-strike-4,75.0,https://www.metacritic.com/game/pc/sudden-strike-4,Kite Games,"['Strategy', 'Real-Time', 'General']"
2450,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,2017-06-06,PlayStation 4,70,/game/playstation-4/marvels-guardians-of-the-galaxy---episode-2-under-pressure,44.0,https://www.metacritic.com/game/playstation-4/marvels-guardians-of-the-galaxy---episode-2-under-pressure,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']"
2451,Tricky Towers,2017-09-15,Xbox One,70,/game/xbox-one/tricky-towers,,https://www.metacritic.com/game/xbox-one/tricky-towers,WeirdBeard,"['Puzzle', 'Stacking']"
2452,Pix the Cat,2017-02-08,Xbox One,70,/game/xbox-one/pix-the-cat,,https://www.metacritic.com/game/xbox-one/pix-the-cat,Pasta Games,"['Action', 'Arcade']"
2453,Touhou Genso Wanderer,2017-03-21,PlayStation 4,70,/game/playstation-4/touhou-genso-wanderer,65.0,https://www.metacritic.com/game/playstation-4/touhou-genso-wanderer,Mediascape,"['Role-Playing', 'General', 'Roguelike']"
2454,Tokyo Dark,2017-09-07,PC,70,/game/pc/tokyo-dark,64.0,https://www.metacritic.com/game/pc/tokyo-dark,"Square Enix, Cherrymochi","['Adventure', 'Point-and-Click']"
2455,That's You!,2017-07-04,PlayStation 4,70,/game/playstation-4/thats-you!,72.0,https://www.metacritic.com/game/playstation-4/thats-you!,Wish Studios,"['Miscellaneous', 'Party / Minigame']"
2456,Planetbase,2017-05-03,Xbox One,70,/game/xbox-one/planetbase,,https://www.metacritic.com/game/xbox-one/planetbase,Madruga Works,"['Strategy', 'Management', 'Government']"
2457,Mr. Shifty,2017-04-13,PC,70,/game/pc/mr-shifty,63.0,https://www.metacritic.com/game/pc/mr-shifty,Team Shifty,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
2458,The Fidelio Incident,2017-05-23,PC,69,/game/pc/the-fidelio-incident,61.0,https://www.metacritic.com/game/pc/the-fidelio-incident,"Act 3 Games, LLC","['Adventure', '3D', 'First-Person']"
2459,Archangel,2017-07-18,PlayStation 4,69,/game/playstation-4/archangel,70.0,https://www.metacritic.com/game/playstation-4/archangel,Skydance Interactive,"['Action', 'Shooter', 'First-Person', 'Arcade']"
2460,Korix,2017-03-29,PlayStation 4,69,/game/playstation-4/korix,70.0,https://www.metacritic.com/game/playstation-4/korix,StellarVR,"['Strategy', 'Real-Time', 'General']"
2461,Absolver,2017-08-29,PlayStation 4,69,/game/playstation-4/absolver,55.0,https://www.metacritic.com/game/playstation-4/absolver,Sloclap,"['Role-Playing', 'Action RPG']"
2462,Ride 2,2017-02-14,PlayStation 4,69,/game/playstation-4/ride-2,61.0,https://www.metacritic.com/game/playstation-4/ride-2,Milestone S.r.l,"['Racing', 'Simulation', 'Automobile']"
2463,"Warhammer 40,000: Sanctus Reach",2017-01-19,PC,69,/game/pc/warhammer-40000-sanctus-reach,73.0,https://www.metacritic.com/game/pc/warhammer-40000-sanctus-reach,Strayllight Entertainment,"['Strategy', 'Real-Time', 'General']"
2464,Tom Clancy's Ghost Recon: Wildlands,2017-03-06,PC,69,/game/pc/tom-clancys-ghost-recon-wildlands,63.0,https://www.metacritic.com/game/pc/tom-clancys-ghost-recon-wildlands,Ubisoft Paris,"['Action Adventure', 'Open-World']"
2465,The Sun and Moon,2017-01-27,Xbox One,69,/game/xbox-one/the-sun-and-moon,,https://www.metacritic.com/game/xbox-one/the-sun-and-moon,Digerati Distribution,"['Action', 'Platformer', '2D']"
2466,The Golf Club 2,2017-06-27,Xbox One,69,/game/xbox-one/the-golf-club-2,57.0,https://www.metacritic.com/game/xbox-one/the-golf-club-2,"HB Studios Multimedia, Maximum Games","['Sports', 'Individual', 'Golf', 'Arcade']"
2467,AER: Memories of Old,2017-10-25,PC,69,/game/pc/aer-memories-of-old,67.0,https://www.metacritic.com/game/pc/aer-memories-of-old,"Daedalic Entertainment, Forgotten Key","['Action Adventure', 'General', 'Open-World']"
2468,DOOM VFR,2017-11-30,PC,69,/game/pc/doom-vfr,80.0,https://www.metacritic.com/game/pc/doom-vfr,id Software,"['Action', 'Shooter', 'First-Person', 'Light Gun', 'Arcade']"
2469,DESYNC,2017-02-28,PC,69,/game/pc/desync,77.0,https://www.metacritic.com/game/pc/desync,Foregone,"['Action', 'Shooter', 'First-Person', 'Arcade']"
2470,Fate/Extella: The Umbral Star,2017-07-25,Switch,69,/game/switch/fateextella-the-umbral-star,70.0,https://www.metacritic.com/game/switch/fateextella-the-umbral-star,Marvelous Inc.,"['Action', ""Beat-'Em-Up"", '3D']"
2471,Uno,2017-11-07,Switch,69,/game/switch/uno,64.0,https://www.metacritic.com/game/switch/uno,Ubisoft,"['Miscellaneous', 'Board / Card Game']"
2472,De Mambo,2017-07-13,Switch,69,/game/switch/de-mambo,67.0,https://www.metacritic.com/game/switch/de-mambo,The Dangerous Kitchen,"['Action', 'Platformer', '2D']"
2473,The Signal From Tolva,2017-04-10,PC,69,/game/pc/the-signal-from-tolva,57.0,https://www.metacritic.com/game/pc/the-signal-from-tolva,Big Robot Ltd,"['Adventure', '3D', 'First-Person']"
2474,Knack 2,2017-09-05,PlayStation 4,69,/game/playstation-4/knack-2,77.0,https://www.metacritic.com/game/playstation-4/knack-2,SCE Japan Studio,"['Action Adventure', 'Linear']"
2475,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,2017-03-28,PlayStation 4,69,/game/playstation-4/the-walking-dead-the-telltale-series---a-new-frontier-episode-3-above-the-law,47.0,https://www.metacritic.com/game/playstation-4/the-walking-dead-the-telltale-series---a-new-frontier-episode-3-above-the-law,Telltale Games,"['Adventure', 'Point-and-Click']"
2476,Kirby's Blowout Blast,2017-07-06,3DS,69,/game/3ds/kirbys-blowout-blast,71.0,https://www.metacritic.com/game/3ds/kirbys-blowout-blast,"Nintendo, HAL Labs","['Action', 'General']"
2477,Fire Emblem Warriors,2017-10-20,3DS,69,/game/3ds/fire-emblem-warriors,80.0,https://www.metacritic.com/game/3ds/fire-emblem-warriors,Omega Force,"['Action', ""Beat-'Em-Up"", '3D']"
2478,Hey! Pikmin,2017-07-28,3DS,69,/game/3ds/hey!-pikmin,68.0,https://www.metacritic.com/game/3ds/hey!-pikmin,"Nintendo, Arzest","['Action', 'Platformer', '2D']"
2479,.hack//G.U. Last Recode,2017-11-03,PC,69,/game/pc/hackgu-last-recode,80.0,https://www.metacritic.com/game/pc/hackgu-last-recode,CyberConnect2,"['Miscellaneous', 'Compilation']"
2480,LEGO Worlds,2017-03-07,Xbox One,69,/game/xbox-one/lego-worlds,66.0,https://www.metacritic.com/game/xbox-one/lego-worlds,TT Games,"['Action Adventure', 'Sandbox']"
2481,Shift Happens,2017-02-22,Xbox One,69,/game/xbox-one/shift-happens,,https://www.metacritic.com/game/xbox-one/shift-happens,Deck 13,"['Action', 'Platformer', '2D']"
2482,Snake Pass,2017-03-28,PlayStation 4,69,/game/playstation-4/snake-pass,65.0,https://www.metacritic.com/game/playstation-4/snake-pass,Sumo Digital,"['Action Adventure', 'Puzzle', 'Action', 'General']"
2483,ARK: Survival Evolved,2017-08-29,PlayStation 4,69,/game/playstation-4/ark-survival-evolved,45.0,https://www.metacritic.com/game/playstation-4/ark-survival-evolved,Studio Wildcard,"['Action Adventure', 'Survival', 'Sandbox']"
2484,It's Quiz Time,2017-11-28,PlayStation 4,69,/game/playstation-4/its-quiz-time,68.0,https://www.metacritic.com/game/playstation-4/its-quiz-time,Vision Games Publishing LTD,"['Miscellaneous', 'Trivia / Game Show']"
2485,Marvel vs. Capcom: Infinite,2017-09-19,PC,69,/game/pc/marvel-vs-capcom-infinite,53.0,https://www.metacritic.com/game/pc/marvel-vs-capcom-infinite,Capcom,"['Action', 'Fighting', '2D']"
2486,Gang Beasts,2017-12-12,PlayStation 4,68,/game/playstation-4/gang-beasts,67.0,https://www.metacritic.com/game/playstation-4/gang-beasts,Boneloaf,"['Action', 'Miscellaneous', 'General', 'Party / Minigame']"
2487,Tiny Metal,2017-12-21,PC,68,/game/pc/tiny-metal,38.0,https://www.metacritic.com/game/pc/tiny-metal,AREA35,"['Strategy', 'Turn-Based', 'Tactics']"
2488,Agents of Mayhem,2017-08-15,PC,68,/game/pc/agents-of-mayhem,54.0,https://www.metacritic.com/game/pc/agents-of-mayhem,Volition Inc.,"['Action Adventure', 'Open-World']"
2489,Starblood Arena,2017-04-11,PlayStation 4,68,/game/playstation-4/starblood-arena,72.0,https://www.metacritic.com/game/playstation-4/starblood-arena,WhiteMoon Dreams,"['Action', 'General']"
2490,Rush: A Disney / Pixar Adventure,2017-10-31,Xbox One,68,/game/xbox-one/rush-a-disney-pixar-adventure,53.0,https://www.metacritic.com/game/xbox-one/rush-a-disney-pixar-adventure,Asobo Studio,"['Miscellaneous', 'Adventure', 'General', 'Party / Minigame']"
2491,Dark Arcana: The Carnival,2017-03-17,Xbox One,68,/game/xbox-one/dark-arcana-the-carnival,,https://www.metacritic.com/game/xbox-one/dark-arcana-the-carnival,Artifex Mundi,"['Puzzle', 'Hidden Object']"
2492,One Piece: Unlimited World Red - Deluxe Edition,2017-08-25,PlayStation 4,68,/game/playstation-4/one-piece-unlimited-world-red---deluxe-edition,59.0,https://www.metacritic.com/game/playstation-4/one-piece-unlimited-world-red---deluxe-edition,Ganbarion,"['Action', 'General']"
2493,Black The Fall,2017-07-11,Xbox One,68,/game/xbox-one/black-the-fall,65.0,https://www.metacritic.com/game/xbox-one/black-the-fall,Sand Sailor Studio,"['Action', 'General']"
2494,Utawarerumono: Mask of Deception,2017-05-23,PlayStation 4,68,/game/playstation-4/utawarerumono-mask-of-deception,75.0,https://www.metacritic.com/game/playstation-4/utawarerumono-mask-of-deception,Aqua Plus,"['Strategy', 'Adventure', 'Turn-Based', 'General']"
2495,Gundam Versus,2017-09-29,PlayStation 4,68,/game/playstation-4/gundam-versus,64.0,https://www.metacritic.com/game/playstation-4/gundam-versus,Bandai Namco Games,"['Action', 'Simulation', 'Fighting', 'Vehicle', '3D', 'Combat']"
2496,Seven: The Days Long Gone,2017-12-01,PC,68,/game/pc/seven-the-days-long-gone,74.0,https://www.metacritic.com/game/pc/seven-the-days-long-gone,IMGN.PRO,"['Role-Playing', 'Action Adventure', 'General', 'Action RPG', 'Open-World']"
2497,Shiness: The Lightning Kingdom,2017-04-18,PC,68,/game/pc/shiness-the-lightning-kingdom,74.0,https://www.metacritic.com/game/pc/shiness-the-lightning-kingdom,Enigami,"['Role-Playing', 'Action RPG']"
2498,Star Wars Battlefront II,2017-11-14,PlayStation 4,68,/game/playstation-4/star-wars-battlefront-ii,14.0,https://www.metacritic.com/game/playstation-4/star-wars-battlefront-ii,EA DICE,"['Action', 'Shooter', 'First-Person', 'Tactical']"
2499,MotoGP 17,2017-07-11,PlayStation 4,68,/game/playstation-4/motogp-17,44.0,https://www.metacritic.com/game/playstation-4/motogp-17,"Koch Media, Milestone S.r.l","['Racing', 'Arcade', 'Automobile']"
2500,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',2017-11-07,PC,68,/game/pc/marvels-guardians-of-the-galaxy---episode-5-dont-stop-believin,76.0,https://www.metacritic.com/game/pc/marvels-guardians-of-the-galaxy---episode-5-dont-stop-believin,Telltale Games,"['Action', 'General', 'Adventure', '3D', 'Third-Person']"
2501,Outcast: Second Contact,2017-11-14,PC,68,/game/pc/outcast-second-contact,74.0,https://www.metacritic.com/game/pc/outcast-second-contact,"Appeal, Bigben Interactive, Bigben Games","['Action Adventure', 'Adventure', 'General', 'Open-World']"
2502,Skylar & Plux: Adventure on Clover Island,2017-05-19,PC,68,/game/pc/skylar-plux-adventure-on-clover-island,67.0,https://www.metacritic.com/game/pc/skylar-plux-adventure-on-clover-island,Right Nice Games,"['Action', 'Platformer', '3D']"
2503,Yooka-Laylee,2017-04-11,PlayStation 4,68,/game/playstation-4/yooka-laylee,62.0,https://www.metacritic.com/game/playstation-4/yooka-laylee,Playtonic Games,"['Action', 'Platformer', '3D']"
2504,NBA Playgrounds,2017-05-09,PlayStation 4,68,/game/playstation-4/nba-playgrounds,64.0,https://www.metacritic.com/game/playstation-4/nba-playgrounds,Saber Interactive,"['Sports', 'Team', 'Basketball', 'Arcade']"
2505,FIFA 18,2017-09-29,Switch,68,/game/switch/fifa-18,60.0,https://www.metacritic.com/game/switch/fifa-18,EA Vancouver,"['Sports', 'Team', 'Soccer', 'Sim']"
2506,One Piece: Unlimited World Red - Deluxe Edition,2017-09-29,Switch,68,/game/switch/one-piece-unlimited-world-red---deluxe-edition,72.0,https://www.metacritic.com/game/switch/one-piece-unlimited-world-red---deluxe-edition,Ganbarion,"['Action', 'General']"
2507,Blitzkrieg 3,2017-06-02,PC,68,/game/pc/blitzkrieg-3,38.0,https://www.metacritic.com/game/pc/blitzkrieg-3,"Nival Interactive, Nival","['Strategy', 'Real-Time', 'General', 'Historic', 'Tactics']"
